NODE_INDEX,SITEID,MOD_CELL_ID,CELLNAME,SITENAME,SITE_TYPE,REGION,KABUPATEN,KECAMATAN,LAC_TAC,ENODEB_ID,GNB_ID,RNC_ID,LONGITUDE,LATITUDE,TECHNOLOGY,BAND,ANTENNA_MODEL,ANTENNA_HEIGHT,AZIMUTH,AZIMUTH_SIN,AZIMUTH_COS,MT,ET,HORIZONTAL_BEAM_WIDTH,VENDOR,FLAG_PROCESS,FLAG_PULL,RET_NONRET,DATE,TOTAL_SUCCESS_CALLS,TOTAL_DROP_CALLS,TOTAL_BLOCK_CALLS,TOTAL_CSFB_CALLS,TOTAL_SETUP_FAIL_CALLS,TOTAL_CALLS,CELL_SUCCESS_RATE,CELL_DROP_RATE,CELL_BLOCK_RATE,CELL_AVG_RSRP,CELL_P10_RSRP,CELL_P90_RSRP,CELL_AVG_RSRQ,CELL_AVG_TA,CELL_P90_TA,CELL_AVG_DL_THROUPUT,CELL_AVG_UL_THROUPUT,CELL_TOTAL_DL_VOLUME,CELL_TOTAL_UL_VOLUME,CELL_TOTAL_PING_PONG_HO_COUNT,CELL_CSFB_RATE,CELL_PINGPONG_RATE,SETUP_FAIL_CALL_FLAG,OUT_HO_SUM,OUT_EDGE_COUNT,OUT_NEIGHBOR_COUNT,IN_HO_SUM,IN_EDGE_COUNT,IN_NEIGHBOR_COUNT,HO_TOTAL,OUT_IN_RATIO
415,SiteID_101,ModCell_416,Cell_416,SiteName_113,Macro,Region_1,District_1,SubDistrict_4,1002,50101,,,61.683308000000004,8.941741,4G,1800.0,APE4516,25.6,307.0,-0.798635510047293,0.6018150231520479,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,136786,79,0,374,1,137240,0.9966919265520257,0.0005756339259691,0.0,-95.70751065996636,-107.36360168457033,-83.11759948730469,-13.081892833734733,26.366897475435973,48.0,4091.720789896957,1493.0307667212671,124282132.94242364,18379337.84189973,4969819509.0,0.0027251530166132,36212.61664966482,1,43236.0,239.0,239.0,32036.0,235.0,235.0,75272.0,1.3495957798795144
416,SiteID_101,ModCell_417,Cell_417,SiteName_115,Indoor,Region_1,District_1,SubDistrict_4,1002,50101,,,61.683308000000004,8.941741,4G,1800.0,INDOOR,31.0,87.0,0.9986295347545738,0.052335956242943966,0.0,0.0,65,HUAWEI,F,P,RET,2025-09-14,111097,33,0,254,1,111385,0.997414373569152,0.0002962696952013,0.0,-93.25090702562213,-103.06659698486328,-83.75,-9.36831478938148,58.5990417884512,78.0,4051.1720082245047,1104.5573562243417,79107674.31510957,11578549.284499733,3808406859.0,0.002280378866095,34191.3799793509,1,39777.0,161.0,161.0,25389.0,106.0,106.0,65166.0,1.5666797951949587
417,SiteID_101,ModCell_418,Cell_418,SiteName_115,Indoor,Region_1,District_1,SubDistrict_4,1002,50101,,,61.683308000000004,8.941741,4G,1800.0,INDOOR,31.0,87.0,0.9986295347545738,0.052335956242943966,0.0,0.0,65,HUAWEI,F,P,RET,2025-09-14,42641,28,0,94,1,42764,0.997123748947713,0.0006547563371059,0.0,-94.32902809487749,-105.0,-83.3125,-8.518041833224684,50.76952482344433,73.1427993774414,4367.516005197454,1225.729002080427,35601376.96110217,3970655.916899914,1337667055.0,0.0021981105602843,31280.213614254983,1,19309.0,154.0,154.0,8266.0,123.0,123.0,27575.0,2.335792911576146
418,SiteID_36,ModCell_419,Cell_419,SiteName_38,Macro,Region_1,District_1,SubDistrict_3,1000,50036,,,61.635070000000006,8.982544,4G,1800.0,ATR451704v01,33.0,27.0,0.45399049973954675,0.8910065241883679,2.0,2.0,65,HUAWEI,F,P,RET,2025-09-14,98659,42,0,105,0,98806,0.9985122360990224,0.0004250754002793,0.0,-102.1683630521603,-111.18509674072266,-92.0,-10.75004877871937,65.26861094370878,88.0,2529.30450869602,1097.547250334885,67185054.65700579,7332691.796199988,1713466924.0,0.0010626885006983,17341.729490111935,0,18362.0,91.0,91.0,6581.0,101.0,101.0,24943.0,2.7898814949863264
419,SiteID_36,ModCell_420,Cell_420,SiteName_38,Macro,Region_1,District_1,SubDistrict_3,1000,50036,,,61.635070000000006,8.982544,4G,900.0,ATR451704v01,36.4,267.0,-0.9986295347545738,-0.052335956242944306,2.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,29524,23,0,39,0,29586,0.9979044142499832,0.0007773947137159,0.0,-101.36299938840652,-110.71420288085938,-92.0,-10.011352449734105,73.89690509374417,96.0,3006.922531633641,930.8629062448414,32239070.740600284,5130337.541499977,506060258.0,0.0013181910363009,17104.720408301222,0,8411.0,96.0,96.0,9591.0,102.0,102.0,18002.0,0.8769808173477899
420,SiteID_36,ModCell_421,Cell_421,SiteName_38,Macro,Region_1,District_1,SubDistrict_3,1000,50036,,,61.635070000000006,8.982544,4G,900.0,ATR451704v01,36.4,27.0,0.45399049973954675,0.8910065241883679,2.0,2.0,120,HUAWEI,F,P,RET,2025-09-14,20500,37,0,45,0,20582,0.99601593625498,0.0017976872995821,0.0,-105.01898924827854,-113.6052017211914,-95.92369842529295,-10.399284131973388,71.82599632990774,96.0,2933.67078592112,906.5030231282494,31702952.924700383,2981140.712599965,361204720.0,0.0021863764454377,17549.544261976484,0,2432.0,70.0,70.0,14300.0,94.0,94.0,16732.0,0.1701279630795049
421,SiteID_37,ModCell_422,Cell_422,SiteName_39,Macro,Region_1,District_1,SubDistrict_2,1002,50037,,,61.705239999999996,8.9464,4G,2100.0,NNPX-412,40.6,247.0,-0.9205048534524403,-0.3907311284892738,2.0,3.0,60,HUAWEI,F,P,RET,2025-09-14,172732,115,0,334,0,173181,0.9974073368325624,0.0006640451319717,0.0,-92.77585971551274,-101.71420288085938,-82.625,-11.9852580509903,54.84328715277365,88.0,3815.920384478289,1636.5353195966973,236552757.00169736,31129975.54679858,2357281311.0,0.0019286180354657,13611.662428326434,0,56382.0,652.0,652.0,44624.0,430.0,430.0,101006.0,1.263484593837535
422,SiteID_37,ModCell_423,Cell_423,SiteName_39,Macro,Region_1,District_1,SubDistrict_2,1002,50037,,,61.705239999999996,8.9464,4G,2100.0,NNPX-412,40.6,327.0,-0.544639035015027,0.838670567945424,2.0,3.0,60,HUAWEI,F,P,RET,2025-09-14,87460,25,0,175,0,87660,0.99771845767739,0.0002851927903262,0.0,-94.66866724578698,-105.30809783935548,-84.9000015258789,-13.568956214631498,49.50774907605055,88.0,4258.959515550084,1607.595189225068,113691246.68782371,15064325.66649824,1009964463.0,0.0019963495322838,11521.383333333331,0,18867.0,173.0,173.0,12735.0,149.0,149.0,31602.0,1.4814698492462313
423,SiteID_152,ModCell_424,Cell_424,SiteName_176,Macro,Region_1,District_1,SubDistrict_4,1002,50075,,,61.66970200000001,8.955019,4G,900.0,APE4517R0v06,33.0,137.0,0.6819983600624986,-0.7313537016191705,2.0,11.0,70,HUAWEI,F,P,RET,2025-09-14,73499,34,0,185,0,73718,0.9970292194579344,0.0004612170704576,0.0,-98.44871189612444,-108.82749938964844,-86.80000305175781,-12.25053923917045,43.80543919236487,80.0,2794.268576581669,1385.4175213495012,103045396.45410655,14921566.779500164,2677178958.0,0.002509563471608,36316.489297050925,0,11614.0,152.0,152.0,103672.0,177.0,177.0,115286.0,0.1120349560637774
424,SiteID_152,ModCell_425,Cell_425,SiteName_176,Macro,Region_1,District_1,SubDistrict_4,1002,50075,,,61.66970200000001,8.955019,4G,900.0,APE4517R0v06,33.0,247.0,-0.9205048534524403,-0.3907311284892738,2.0,5.0,120,HUAWEI,F,P,RET,2025-09-14,86969,62,0,156,0,87187,0.9974996272380056,0.000711115189191,0.0,-101.38691165418332,-113.0,-89.0,-12.24174761962208,67.12879482877214,96.0,4010.791369401944,991.2520063436988,68004721.63530023,6524756.775099652,3280760086.0,0.0017892575728032,37629.00531042472,0,13860.0,233.0,233.0,63035.0,261.0,261.0,76895.0,0.2198902214607526
425,SiteID_103,ModCell_426,Cell_426,SiteName_117,Macro,Region_1,District_1,SubDistrict_6,1003,50103,,,61.672672,8.906215,4G,1800.0,ADU451816v02,21.4,237.0,-0.838670567945424,-0.544639035015027,1.0,5.0,65,HUAWEI,F,P,RET,2025-09-14,128577,26,0,171,0,128774,0.998470188081445,0.0002019041110783,0.0,-90.85255596268064,-104.0,-77.625,-9.155854909511882,33.307071003120846,74.6666030883789,3985.9667246480176,1479.4895672956698,149043166.0712122,19560044.120300516,1357864423.0,0.0013279078074766,10544.554203488282,0,15387.0,62.0,62.0,14271.0,95.0,95.0,29658.0,1.078195067264574
426,SiteID_103,ModCell_427,Cell_427,SiteName_117,Macro,Region_1,District_1,SubDistrict_6,1003,50103,,,61.672672,8.906215,4G,1800.0,ADU451816v02,21.4,327.0,-0.544639035015027,0.838670567945424,1.0,5.0,65,HUAWEI,F,P,RET,2025-09-14,220050,31,0,231,0,220312,0.9988107774428991,0.0001407095391989,0.0,-85.68599675987241,-98.0,-69.0,-9.428218245227082,38.32599682308815,64.0,4139.38618477812,1528.1436925290036,169102290.91622663,20049142.42060136,2465148385.0,0.0010485130179018,11189.351397109554,0,28300.0,69.0,69.0,19532.0,73.0,73.0,47832.0,1.4488813802283316
427,SiteID_153,ModCell_428,Cell_428,SiteName_177,Macro,Region_1,District_1,SubDistrict_3,1002,50152,,,61.641521000000004,8.962442,4G,900.0,APE4516R1v06,19.9,177.0,0.05233595624294381,-0.9986295347545738,2.0,5.0,120,HUAWEI,F,P,RET,2025-09-14,30844,71,0,62,0,30977,0.995706491913355,0.0022920231139232,0.0,-106.16173386653068,-118.95339965820312,-95.53839874267578,-13.027496808047106,64.81191144587537,88.0,2814.171067694091,1217.6468198197438,29534151.821000185,2422888.529899942,214953391.0,0.0020014849727216,6939.128740678568,0,4278.0,90.0,90.0,12552.0,108.0,108.0,16830.0,0.3408746913088504
428,SiteID_153,ModCell_429,Cell_429,SiteName_177,Macro,Region_1,District_1,SubDistrict_3,1002,50152,,,61.641521000000004,8.962442,4G,900.0,APE4516R1v06,19.9,297.0,-0.891006524188368,0.45399049973954664,2.0,5.0,120,HUAWEI,F,P,RET,2025-09-14,25780,44,0,80,0,25904,0.9952130945027796,0.0016985793699814,0.0,-102.07975826652202,-117.0,-88.22219848632812,-13.159702162027653,61.830208012872205,96.0,3586.4130714369194,1289.2415835483202,24430687.20950017,2391303.653099965,299485286.0,0.003088326127239,11561.35291846819,0,4455.0,61.0,61.0,7031.0,57.0,57.0,11486.0,0.6336746302616609
429,SiteID_39,ModCell_430,Cell_430,SiteName_42,Macro,Region_1,District_1,SubDistrict_1,1002,50039,,,61.693279,8.971216,4G,2300.0,ASI4518R42v06,16.6,197.0,-0.29237170472273677,-0.9563047559630354,3.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,26492,8,0,67,0,26567,0.9971769488463132,0.0003011254563932,0.0,-92.86118224151126,-103.22219848632812,-81.0,-11.239029921016089,31.12947994646964,67.55549621582031,3398.3234064224725,1175.1480602190964,29038871.19470085,2830178.501799955,1345702614.0,0.0025219256972936,50653.16422629578,0,7122.0,189.0,189.0,9206.0,215.0,215.0,16328.0,0.7736504833279026
430,SiteID_39,ModCell_431,Cell_431,SiteName_42,Macro,Region_1,District_1,SubDistrict_1,1002,50039,,,61.693279,8.971216,4G,2300.0,ASI4518R42v06,16.6,27.0,0.45399049973954675,0.8910065241883679,3.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,62405,14,0,94,0,62513,0.9982723593492554,0.0002239534176891,0.0,-93.60069813584244,-102.3332977294922,-84.5,-12.03662447715575,57.78424478889116,90.6666030883789,3442.1896809954333,1309.5477869040988,78031688.32540739,6761080.613499692,3151563868.0,0.0015036872330555,50414.53566458177,0,15670.0,293.0,293.0,21437.0,311.0,311.0,37107.0,0.7309916969866592
431,SiteID_39,ModCell_432,Cell_432,SiteName_42,Macro,Region_1,District_1,SubDistrict_1,1002,50039,,,61.693279,8.971216,4G,2300.0,APE4516R1v06,40.6,172.0,0.13917310096006533,-0.9902680687415704,2.0,5.0,90,HUAWEI,F,P,RET,2025-09-14,38163,5,0,58,0,38226,0.9983519070789516,0.00013080102548,0.0,-92.97564257776096,-103.0,-79.0,-10.791217291666364,31.446809181929748,68.0,3525.308041782385,1316.7010181476944,44488986.82840098,4654373.08229994,1943887038.0,0.0015172918955684,50852.48359755141,0,8018.0,203.0,203.0,14333.0,205.0,205.0,22351.0,0.5594390958560067
432,SiteID_154,ModCell_433,Cell_433,SiteName_178,Macro,Region_1,District_1,SubDistrict_5,1002,50153,,,61.661421999999995,8.985027,4G,900.0,ASI4518R42v06,22.0,297.0,-0.891006524188368,0.45399049973954664,6.0,0.0,120,HUAWEI,F,P,RET,2025-09-14,44540,46,0,161,0,44747,0.9953739915525064,0.0010280018772208,0.0,-97.04819699392124,-112.0,-80.78569793701172,-11.29897441841529,69.05678157123016,96.0,4439.402809189451,1433.4450067066168,95308864.86600488,13022389.532100111,1214543974.0,0.0035980065702728,27142.46707041813,0,13832.0,258.0,258.0,113304.0,288.0,288.0,127136.0,0.1220864039539296
433,SiteID_154,ModCell_434,Cell_434,SiteName_178,Macro,Region_1,District_1,SubDistrict_5,1002,50153,,,61.661421999999995,8.985027,4G,900.0,ASI4518R42v06,22.0,27.0,0.45399049973954675,0.8910065241883679,4.0,5.0,70,HUAWEI,F,P,RET,2025-09-14,46029,36,0,1234,0,47299,0.9731495380452018,0.0007611154569864,0.0,-86.18079585565714,-103.09089660644533,-72.56420135498047,-10.673634419247358,63.31102538213922,88.0,4826.45934179996,1764.4043170801942,76958219.58100393,16054307.031300137,1184444428.0,0.0260893464978117,25041.63783589505,0,26367.0,343.0,343.0,232835.0,439.0,439.0,259202.0,0.1132470923740315
434,SiteID_1,ModCell_435,Cell_435,SiteName_1,Macro,Region_1,District_1,SubDistrict_1,1000,50000,,,61.693632,8.976261000000001,4G,2100.0,APE4516R1v06,28.1,137.0,0.6819983600624986,-0.7313537016191705,2.0,6.0,60,HUAWEI,F,P,RET,2025-09-14,205467,96,0,218,0,205781,0.9984741059670232,0.0004665153731394,0.0,-96.70264841966248,-104.07689666748048,-88.5,-10.853789702047628,58.6317192189492,89.5999984741211,5205.164347653838,1610.4655086759965,154940051.92301857,16269045.51620009,5762049208.0,0.0010593786598374,28000.88058664308,0,28175.0,203.0,203.0,33842.0,167.0,167.0,62017.0,0.8325503058239517
435,SiteID_1,ModCell_436,Cell_436,SiteName_1,Macro,Region_1,District_1,SubDistrict_1,1000,50000,,,61.693632,8.976261000000001,4G,900.0,APE4516R1v06,28.1,147.0,0.5446390350150273,-0.8386705679454239,2.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,26608,25,0,61,0,26694,0.9967783022402038,0.0009365400464523,0.0,-101.35148141388947,-110.30829620361328,-92.0,-10.479425079341844,66.16982267137958,96.0,5246.897016888927,1088.989215189863,80930851.07680184,4367124.005099937,737946618.0,0.0022851577133438,27644.662396044056,0,4856.0,67.0,67.0,29595.0,91.0,91.0,34451.0,0.1641100148668739
436,SiteID_1,ModCell_437,Cell_437,SiteName_1,Macro,Region_1,District_1,SubDistrict_1,1000,50000,,,61.693632,8.976261000000001,4G,900.0,APE4516R1v06,28.1,247.0,-0.9205048534524403,-0.3907311284892738,2.0,6.0,120,HUAWEI,F,P,RET,2025-09-14,8158,13,0,31,0,8202,0.99463545476713,0.0015849792733479,0.0,-92.93121128831076,-106.7947998046875,-78.45449829101562,-10.524030824138954,52.87333672216004,88.0,4810.631280561177,1342.683249522266,13742812.63869999,1336012.9729999912,258106513.0,0.003779565959522,31468.728724701294,0,4236.0,157.0,157.0,17126.0,218.0,218.0,21362.0,0.2473871664623109
437,SiteID_155,ModCell_438,Cell_438,SiteName_179,Macro,Region_1,District_1,SubDistrict_1,1002,50154,,,61.697835000000005,8.954887,4G,900.0,APE4517R0v06,48.3,247.0,-0.9205048534524403,-0.3907311284892738,2.0,9.0,120,HUAWEI,F,P,RET,2025-09-14,17644,9,0,58,0,17711,0.9962170402574672,0.000508158771385,0.0,-89.78130021632933,-106.82019805908205,-75.44439697265625,-7.387031311776406,44.46859892044711,80.0,5177.382963599735,1528.6499830907403,39353750.29770055,3417986.5494999606,512345034.0,0.0032748009711478,28928.06922251708,0,7054.0,121.0,121.0,74887.0,153.0,153.0,81941.0,0.0942073496421322
438,SiteID_155,ModCell_439,Cell_439,SiteName_179,Macro,Region_1,District_1,SubDistrict_1,1002,50154,,,61.697835000000005,8.954887,4G,900.0,APE4517R0v06,48.3,357.0,-0.05233595624294437,0.9986295347545738,2.0,10.0,120,HUAWEI,F,P,RET,2025-09-14,20961,27,0,69,0,21057,0.9954409460037044,0.0012822339364581,0.0,-99.01036464660184,-110.65509796142578,-85.0,-8.469806617224675,69.44437828729784,96.0,3960.8731783342864,1176.3048520321513,33903901.58820039,3643935.062199967,581185136.0,0.0032768200598375,27600.566842380205,0,5318.0,132.0,132.0,35269.0,189.0,189.0,40587.0,0.1508080521689821
439,SiteID_156,ModCell_440,Cell_440,SiteName_180,Macro,Region_1,District_1,SubDistrict_5,1000,50155,,,61.661100999999995,9.019399,4G,1800.0,ASI4518R42v06,48.3,137.0,0.6819983600624986,-0.7313537016191705,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,104987,26,0,329,0,105342,0.99663002411194,0.0002468151354635,0.0,-94.6488457680998,-105.0,-85.0,-11.665542343214554,75.3543479562412,96.0,3820.5120206499855,1424.51648029154,75852946.8596071,7447661.790299969,3059960736.0,0.0031231607525963,29047.870137267186,0,20649.0,94.0,94.0,8907.0,29.0,29.0,29556.0,2.318140996856758
440,SiteID_156,ModCell_441,Cell_441,SiteName_180,Macro,Region_1,District_1,SubDistrict_5,1000,50155,,,61.661100999999995,9.019399,4G,1800.0,ASI4518R42v06,48.3,217.0,-0.6018150231520484,-0.7986355100472928,2.0,3.0,90,HUAWEI,F,P,RET,2025-09-14,205870,40,0,463,0,206373,0.9975626656587828,0.0001938238044705,0.0,-94.05832801887571,-104.27649688720705,-84.0,-11.56280874120377,74.43252996434825,96.0,4356.272095076454,1492.7672797939572,177149091.88331452,18352713.4836008,6208084537.0,0.0022435105367465,30081.86408590271,0,43316.0,124.0,124.0,9025.0,67.0,67.0,52341.0,4.79913582982495
441,SiteID_105,ModCell_442,Cell_442,SiteName_119,Macro,Region_1,District_1,SubDistrict_3,1000,50105,,,61.622582,8.995996,4G,1800.0,ASI4518R42v06,27.8,267.0,-0.9986295347545738,-0.052335956242944306,1.0,5.0,65,HUAWEI,F,P,RET,2025-09-14,149119,28,0,202,0,149349,0.9984599829928557,0.0001874803313045,0.0,-92.97163642062527,-105.0,-80.1052017211914,-10.036992440285218,44.83054079143659,95.5789031982422,4227.830060319079,1415.8436400383448,136338254.48111674,13150423.219000442,5827605615.0,0.0013525366758398,39020.05112186891,0,20983.0,120.0,120.0,11437.0,76.0,76.0,32420.0,1.8345864661654132
442,SiteID_105,ModCell_443,Cell_443,SiteName_119,Macro,Region_1,District_1,SubDistrict_3,1000,50105,,,61.622582,8.995996,4G,1800.0,ASI4518R42v06,27.8,27.0,0.45399049973954675,0.8910065241883679,1.0,5.0,65,HUAWEI,F,P,RET,2025-09-14,171562,19,0,225,0,171806,0.998579793488004,0.0001105898513439,0.0,-91.55055451639863,-102.375,-80.0,-10.236203971234456,40.046632544144295,88.0,4942.689619131909,1732.0442334741572,180552537.0259153,18591946.873900343,6806213001.0,0.0013096166606521,39615.68863136328,0,16515.0,89.0,89.0,7548.0,45.0,45.0,24063.0,2.1878394489336337
443,SiteID_106,ModCell_444,Cell_444,SiteName_120,Macro,Region_1,District_1,SubDistrict_6,1001,50106,,,61.72239700000001,8.869895,4G,2300.0,ASI4518R42v06,39.8,87.0,0.9986295347545738,0.052335956242943966,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,126749,31,0,111,0,126891,0.9988809293015264,0.0002443041665681,0.0,-93.74058432852274,-105.3332977294922,-81.30760192871094,-9.639615798311992,44.95104103506883,80.0,4276.100542600669,1247.8419689865502,110144890.068408,9164188.899000268,1343154714.0,0.0008747665319053,10585.10622502778,0,15229.0,23.0,23.0,23686.0,29.0,29.0,38915.0,0.6429687170177735
444,SiteID_106,ModCell_445,Cell_445,SiteName_120,Macro,Region_1,District_1,SubDistrict_6,1001,50106,,,61.72239700000001,8.869895,4G,2300.0,ASI4518R42v06,39.8,217.0,-0.6018150231520484,-0.7986355100472928,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,84718,7,0,98,0,84823,0.9987621281963618,8.252478690921094e-05,0.0,-92.54641935952198,-102.0,-82.0,-8.797974546953231,38.06567238204767,72.0,4644.234388985859,1380.3306773269233,72025098.17270662,5585901.352000085,818574799.0,0.0011553470167289,9650.387265246454,0,12782.0,19.0,19.0,23838.0,18.0,18.0,36620.0,0.5362221569696716
445,SiteID_106,ModCell_446,Cell_446,SiteName_120,Macro,Region_1,District_1,SubDistrict_6,1001,50106,,,61.72239700000001,8.869895,4G,900.0,ASI4518R42v06,39.8,217.0,-0.6018150231520484,-0.7986355100472928,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,13449,9,0,63,0,13521,0.9946749500776568,0.0006656312402928,0.0,-95.72590698288457,-109.0,-83.0,-10.90751048085182,52.59358859813963,84.57140350341797,8172.899773499039,1552.483112757555,31654679.061100185,2057174.2517999825,175203166.0,0.0046594186820501,12957.855631979884,0,4786.0,22.0,22.0,23892.0,20.0,20.0,28678.0,0.2003515674046792
446,SiteID_106,ModCell_447,Cell_447,SiteName_120,Macro,Region_1,District_1,SubDistrict_6,1001,50106,,,61.72239700000001,8.869895,4G,900.0,ASI4518R42v06,39.8,347.0,-0.22495105434386534,0.9743700647852351,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,23787,6,0,70,0,23863,0.9968151531659892,0.0002514352763692,0.0,-102.11396827245356,-109.1666030883789,-94.6666030883789,-11.095946476464798,73.48053351790404,96.0,4274.547489047901,1055.3496113965405,42027208.46370117,5963596.553500009,285076015.0,0.0029334115576415,11946.361102962746,0,1764.0,24.0,24.0,6091.0,34.0,34.0,7855.0,0.2897242284963887
447,SiteID_157,ModCell_448,Cell_448,SiteName_181,Macro,Region_1,District_1,SubDistrict_5,1000,50156,,,61.658930000000005,9.003038,4G,2300.0,AQU4518R21v06,36.0,7.0,0.12186934340514748,0.992546151641322,3.0,6.0,90,HUAWEI,F,P,RET,2025-09-14,11,0,0,0,0,11,1.0,0.0,0.0,-102.12047299471767,-109.0,-95.0,-12.362800164656203,64.92681789398193,96.0,3694.845633333333,1929.972,3027.4401,1093.7751,310544.0,0.0,28231.272727272728,0,11.0,3.0,3.0,0.0,0.0,0.0,11.0,12.0
448,SiteID_157,ModCell_449,Cell_449,SiteName_181,Macro,Region_1,District_1,SubDistrict_5,1000,50156,,,61.658930000000005,9.003038,4G,1800.0,AQU4518R21v06,36.0,127.0,0.7986355100472927,-0.6018150231520484,3.0,8.0,65,HUAWEI,F,P,RET,2025-09-14,242172,25,0,293,0,242490,0.9986886057156996,0.0001030970349292,0.0,-90.00101928835215,-102.5,-77.0999984741211,-9.220253456564578,52.39103158261905,80.0,4216.454382381048,1651.1808918392717,197216951.77272445,20699722.14740105,6946225936.0,0.0012082972493711,28645.41191801724,0,36605.0,152.0,152.0,21166.0,135.0,135.0,57771.0,1.7293900883450657
449,SiteID_71,ModCell_450,Cell_450,SiteName_77,Macro,Region_1,District_1,SubDistrict_1,1000,50070,,,61.68337400000001,8.991931000000001,4G,1800.0,APE4517R0v06,25.2,327.0,-0.544639035015027,0.838670567945424,2.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,167728,95,0,274,0,168097,0.9978048388727936,0.0005651498836981,0.0,-95.6000098432792,-107.0,-83.06659698486328,-10.18215108924523,61.21100789061797,96.0,4318.1440427946345,1324.2909252590223,153002922.0911156,21157281.102800675,4515044870.0,0.0016300112435082,26859.758770233853,0,54685.0,241.0,241.0,20797.0,216.0,216.0,75482.0,2.6293874411001057
450,SiteID_71,ModCell_451,Cell_451,SiteName_77,Macro,Region_1,District_1,SubDistrict_1,1000,50070,,,61.68337400000001,8.991931000000001,4G,2100.0,APE4516R1v06,25.2,127.0,0.7986355100472927,-0.6018150231520484,0.0,3.0,60,HUAWEI,F,P,RET,2025-09-14,283511,79,0,398,0,283988,0.9983203515641506,0.0002781807682014,0.0,-94.2198598967194,-105.45449829101562,-82.25,-9.994931336698247,42.65323867967065,80.0,4819.787462970439,1557.208525176641,297775948.5484949,31202398.42680205,7757798510.0,0.0014014676676479,27317.346190684115,0,83902.0,379.0,379.0,94465.0,271.0,271.0,178367.0,0.8881819914043148
451,SiteID_107,ModCell_452,Cell_452,SiteName_121,Macro,Region_1,District_1,SubDistrict_5,1000,50107,,,61.653065000000005,9.001709,4G,1800.0,ADU451816v01,33.4,197.0,-0.29237170472273677,-0.9563047559630354,3.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,252044,29,0,281,0,252354,0.9987715669258264,0.0001149179327452,0.0,-93.44638861257847,-105.0,-81.0,-10.27326174133126,41.31117084089745,74.6666030883789,5546.429470766955,1604.9642579457684,158457408.40742588,15742694.287500167,11368798127.0,0.0011135151414283,45050.9923639015,0,22097.0,167.0,167.0,19069.0,142.0,142.0,41166.0,1.1587834294703725
452,SiteID_107,ModCell_453,Cell_453,SiteName_121,Macro,Region_1,District_1,SubDistrict_5,1000,50107,,,61.653065000000005,9.001709,4G,1800.0,ADU451816v01,33.4,357.0,-0.05233595624294437,0.9986295347545738,3.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,362674,55,0,391,0,363120,0.9987717558933684,0.0001514650804141,0.0,-92.99690598433016,-106.29720306396484,-79.88880157470703,-9.334036431031675,46.13357466150971,94.0,4564.128079684186,1699.7984379729803,271601396.3272275,37773564.852007575,16341170018.0,0.0010767790262172,45002.12056069619,0,22796.0,214.0,214.0,18565.0,233.0,233.0,41361.0,1.227889690832705
453,SiteID_42,ModCell_454,Cell_454,SiteName_45,Macro,Region_1,District_1,SubDistrict_3,1000,50042,,,61.646132,8.991762000000001,4G,900.0,ASI4518R42v06,39.8,77.0,0.9743700647852352,0.22495105434386492,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,11459,19,0,67,0,11545,0.9925508878302296,0.001645734084019,0.0,-101.50087529277845,-108.82219696044922,-92.75,-11.781899544314008,57.50207355205821,88.0,4155.208964463039,1274.4250130568173,33036625.30370026,2445896.8130999687,293578915.0,0.0058033780857514,25429.09614551754,0,2833.0,89.0,89.0,5458.0,60.0,60.0,8291.0,0.5191427001282286
454,SiteID_43,ModCell_455,Cell_455,SiteName_46,Macro,Region_1,District_1,SubDistrict_3,1003,50043,,,61.66883500000001,8.937079,4G,2300.0,ASI4518R10v06,40.6,87.0,0.9986295347545738,0.052335956242943966,2.0,5.0,90,HUAWEI,F,P,RET,2025-09-14,10015,6,0,42,0,10063,0.9952300506807116,0.000596243664911,0.0,-91.94519539338084,-102.78679656982422,-80.19039916992188,-12.897429227426205,41.97611258492029,82.0,4282.681398547352,1478.269744541413,18845611.98370012,1551231.584099983,487442422.0,0.0041737056543774,48439.07602106728,0,4672.0,133.0,133.0,12229.0,187.0,187.0,16901.0,0.3820932134096484
455,SiteID_158,ModCell_456,Cell_456,SiteName_182,Macro,Region_1,District_1,SubDistrict_4,1002,50157,,,61.686652,8.951181,4G,1800.0,APE4516R1v06,17.0,247.0,-0.9205048534524403,-0.3907311284892738,2.0,4.0,65,HUAWEI,F,P,RET,2025-09-14,228888,40,0,295,0,229223,0.9985385410713584,0.0001745025586437,0.0,-92.357329763848,-103.3156967163086,-80.625,-11.451661459872486,45.89339234679573,80.0,3825.6580691813488,1385.298677098451,200473867.21651608,18433099.238601334,7323938364.0,0.0012869563699977,31951.14959668096,0,42133.0,241.0,241.0,40275.0,220.0,220.0,82408.0,1.0461316913298242
